bhag,header,section_number,text
भाग–३०,२७३.,(१०),उपधारा
भाग–३०,२७३.,(१),बमोजजम संकटकालीन अिस्थाको  घोर्णा िा आदेश जारी  गदाव त्यस्िो घोर्णा िा आदेश बिाल रिेसम्मका लामग
भाग–३,,,"मा व्यिस्था भएका  मौमलक िक मनलम्बन गनव सवकनेछ ।   िर धारा १६, धारा १७ को उपधारा"
भाग–३,,(२),"को खण्ड  (ग) र (घ), धारा १८,  धारा १९ को उपधारा"
भाग–३,,"(२),","धारा २०, २१, २२, २४, धारा २६ को उपधारा"
भाग–३,,"(१),","२९,  ३०, ३१, ३२, ३५, ३६ को उपधारा"
भाग–३,,(१),र
भाग–३,,"(२),","३८, ३९, ४० को उपधारा"
भाग–३,,(२),र
भाग–३,,"(३),","४१, ४२, ४३, ४५ र धारा ४६ बमोजजमको  संिैधामनक उपचारको  िक र बन्त्दी  प्रत्यक्षीकरणको  उपचार प्राप्त गने िक मनलम्बन गररने छैन ।"
भाग–३,,(११),उपधारा
भाग–३,,(१०),बमोजजम यस संविधानको कुनै धारा मनलम्बन गररएकोमा   सो धाराद्वारा प्रदत्त मौमलक िकको प्रचलनका लामग कुनै अदालिमा  मनिेदन ददन िा त्यस  सम्बन्त्धमा कुनै अदालिमा  प्रश्न उठाउन सवकने छैन ।
भाग–३,,(१२),यस धारा बमोजजमको  घोर्णा िा आदेश बिाल रिेको अिस्थामा कुनै  पदामधकारीले बदमनयिसाथ  कुनै काम गरेबाट कसैलाई कुनै प्रकारको क्षमि भएको रिेछ  भने पीमडिले त्यस्िो घोर्णा िा आदेश समाप्त भएको मममिले िीन मिीनामभत्र  आपूmलाई  परेको क्षमि बापि क्षमिपूमिवको दाबी गनव सक्नेछ । त्यस्िो दाबी परेमा अदालिले संघीय  कानून बमोजजम क्षमिपूमिव भराइददन र पीडकलाई  सजाय गनव सक्नेछ ।
भाग–३,,(१३),यस धारा बमोजजमको  घोर्णा िा आदेश रािपमिले जुनसुकै बखि वफिाव  मलन सक्नेछ ।    www.lawcommission.gov.np   148
भाग–३१,,,संविधान संशोधन
भाग–३१,२७४.,,संविधान संशोधनः
भाग–३१,२७४.,(१),"नेपालको सािवभौममकिा , भौगोमलक अखण्डिा , स्िाधीनिा र  जनिामा मनविि सािवभौमसत्ताको  प्रमिकूल िुने गरी यो संविधान संशोधन गनव सवकने    छैन ।"
भाग–३१,२७४.,(२),उपधारा
भाग–३१,२७४.,(१),र यस संविधानको अन्त्य धाराको अधीनमा रिी यस  संविधानको कुनै धारालाई संशोधन िा खारेज गने विधेयक संघीय संसदको कुनै पमन  सदनमा पेश गनव सवकनेछ ।  िर उपधारा
भाग–३१,२७४.,(१),लाई संशोधन गररने छैन ।
भाग–३१,२७४.,(३),उपधारा
भाग–३१,२७४.,(२),बमोजजम पेश भएको विधेयक सम्बजन्त्धि सदनमा प्रस्िुि  भएको िीस ददनमभत्र सिवसाधारण  जनिाको जानकारीका लामग सािवजमनक  रूपमा प्रकाशन  गनुव पनेछ ।
भाग–३१,२७४.,(४),उपधारा
भाग–३१,२७४.,(२),बमोजजम पेश भएको विधेयक कुनै प्रदेशको सीमाना पररििवन  िा अनुसूची–६ मा उजल्लजखि  विर्यसँग सम्बजन्त्धि भएमा त्यस्िो विधेयक संघीय संसदमा  प्रस्िुि भएको िीस ददनमभत्र सम्बजन्त्धि सदनको सभामुख िा अध्यक्षले सिममिका लामग  प्रदेश सभामा पठाउनु  पनेछ ।
भाग–३१,२७४.,(५),उपधारा
भाग–३१,२७४.,(४),बमोजजम पठाइएको विधेयक िीन मिीनामभत्र  सम्बजन्त्धि प्रदेश  सभाका ित्काल कायम रिेका सम्पूर्र्णव सदस्यिरूको  बिुमिबाट स्िीकृि िा अस्िीकृि  गरी त्यसको जानकारी संघीय संसदमा पठाउनु पनेछ ।  िर कुनै प्रदेश सभा कायम नरिेको अिस्थामा त्यस्िो प्रदेश सभा गठन भई  त्यसको पविलो बैठक बसेको मममिले िीन मिीनामभत्र  स्िीकृि िा अस्िीकृि गरी पठाउनु  पनेछ ।
भाग–३१,२७४.,(६),उपधारा
भाग–३१,२७४.,(५),बमोजजमको  अिमधमभत्र  त्यस्िो विधेयक स्िीकृि िा अस्िीकृि  भएको जानकारी नददएमा संघीय संसदको विधेयक उत्पजत्त भएको सदनले त्यस्िो विधेयक  उपरको कारबािी अगामड बढाउन बाधा पने छैन ।
भाग–३१,२७४.,(७),उपधारा
भाग–३१,२७४.,(५),बमोजजमको  अिमधमभत्र बिुसंख्यक प्रदेश सभाले त्यस्िो  विधेयक अस्िीकृि गरेको सूचना संघीय संसदको सम्बजन्त्धि सदनलाई ददएमा त्यस्िो  विधेयक मनजष्क्रय   िुनेछ । www.lawcommission.gov.np   149
भाग–३१,२७४.,(८),प्रदेश सभाको सिममि आिश्यक नपने िा उपधारा
भाग–३१,२७४.,(५),बमोजजम बिुसंख्यक  प्रदेश सभाबाट स्िीकृि भई आएको विधेयक संघीय संसदका दुबै सदनमा ित्काल कायम  रिेका सम्पूणव सदस्य संख्याको कम्िीमा दुई मििाइ बिुमिबाट पाररि गनुव पनेछ ।
भाग–३१,२७४.,(९),उपधारा
भाग–३१,२७४.,(८),बमोजजम पाररि भएको विधेयक प्रमाणीकरणका  लामग रािपमि  समक्ष पेश गररनेछ ।
भाग–३१,२७४.,(१०),रािपमिले उपधारा
भाग–३१,२७४.,(९),बमोजजम पेश भएको विधेयक प्राप्त भएको  पन्त्रददन मभत्र प्रमाणीकरण  गनेछ र प्रमाणीकरण  भएको मममि देजख संविधान संशोधन  िुनेछ ।      www.lawcommission.gov.np   150
भाग–३२,,,विविध
भाग–३२,२७५.,,जनमि संग्रि सम्बन्त्धी व्यिस्थाः
भाग–३२,२७५.,(१),राविय मित्िको कुनै विर्यमा जनमि संग्रिबाट  मनणवय गनव आिश्यक छ भनी संघीय संसदमा ित्काल कायम रिेका सम्पूणव सदस्य  संख्याको दुई मििाइ सदस्यको बिुमिबाट मनणवय भएमा त्यस्िो विर्यमा जनमि संग्रिबाट  मनणवय मलन सवकनेछ ।
भाग–३२,२७५.,(२),जनमि संग्रि र ित्सम्बन्त्धी  अन्त्य व्यिस्था संघीय कानून बमोजजम िुनेछ ।
भाग–३२,२७६.,,"माफीः रािपमिले कुनै अदालि , न्त्यावयक िा अधवन्त्यावयक  मनकाय िा प्रशासकीय   पदामधकारी  िा मनकायले गरेको सजायलाई  कानून बमोजजम माफी, मुल्ििी, पररििवन िा  कम गनव सक्नेछ ।"
भाग–३२,२७७.,,"उपामध, सम्मान र विभूर्णः"
भाग–३२,२७७.,(१),"रािपमिले राज्यको िफ व बाट प्रदान गररने उपामध, सम्मान  र विभूर्ण प्रदान गनेछ ।"
भाग–३२,२७७.,(२),"नेपाल सरकारबाट  स्िीकृमि प्राप्त नगरी नेपालको कुनै नागररकले कुनै  विदेशी सरकारबाट  प्रदान गररने उपामध, सम्मान िा विभूर्ण ग्रिण गनुव िुँदैन ।"
भाग–३२,२७८.,,सजन्त्ध सम्पन्न गने अमधकारः
भाग–३२,२७८.,(१),सजन्त्ध िा सम्िौिा गने अमधकार संघमा मनविि  रिनेछ  ।
भाग–३२,२७८.,(२),प्रदेशको अमधकारको  सूचीमा पने विर्यमा सजन्त्ध िा सम्िौिा गदाव नेपाल  सरकारले सम्बजन्त्धि प्रदेशसँग परामशव गनुव पनेछ ।
भाग–३२,२७८.,(३),प्रदेश मजन्त्त्रपररर्दले नेपाल सरकारको  सिममि मलई आमथवक िथा औद्योमगक  विर्यका करारजन्त्य  सम्िौिा गनव सक्नेछ ।
भाग–३२,२७९.,,"सजन्त्ध िा सम्िौिाको अनुमोदन, सजम्मलन , स्िीकृमि िा समथवनः"
भाग–३२,२७९.,(१),"नेपाल राज्य िा  नेपाल सरकार पक्ष िुने सजन्त्ध िा सम्िौिाको  अनुमोदन, सजम्मलन , स्िीकृमि िा समथवन  संघीय कानून बमोजजम िुनेछ ।"
भाग–३२,२७९.,(२),उपधारा
भाग–३२,२७९.,(१),"बमोजजम कानून बनाउँदा देिायका विर्यका सजन्त्ध िा  सम्िौिाको  अनुमोदन, सजम्मलन, स्िीकृमि िा समथवन संघीय संसदका दुिै सदनमा ित्काल  कायम रिेका सम्पूणव सदस्य संख्याको दुई मििाइ बिुमिले गनुवपने शिव राजखनेछः–  (क)  शाजन्त्ि र मैत्री,   (ख)  सुरक्षा एिं सामररक सम्बन्त्ध , www.lawcommission.gov.np   151   (ग)  नेपाल राज्यको सीमाना , र   (घ)  प्राकृमिक स्रोि िथा त्यसको उपयोगको  बाँडफाँड ।  िर खण्ड (क) र (घ) मा उजल्लजखि  विर्यका सजन्त्ध िा सम्िौिा  मध्ये रािलाई व्यापक , गम्भीर िा दीघवकालीन  असर नपने साधारण  प्रकृमिका सजन्त्ध िा सम्िौिाको  अनुमोदन, सजम्मलन , स्िीकृमि िा समथवन  प्रमिमनमध सभाको बैठकमा उपजस्थि सदस्यिरूको  साधारण बिुमिबाट िुन  सक्नेछ ।"
भाग–३२,२७९.,(३),"यो संविधान प्रारम्भ भएपमछ िुने कुनै सजन्त्ध िा सम्िौिा यस धारा बमोजजम  अनुमोदन, सजम्मलन , स्िीकृमि िा समथवन नभएसम्म नेपाल सरकार िा नेपालको िकमा  लागू िुने छैन ।"
भाग–३२,२७९.,(४),उपधारा
भाग–३२,२७९.,(१),र
भाग–३२,२७९.,(२),मा जुनसुकै कुरा लेजखएको भए िापमन नेपालको  भौगोमलक अखण्डिामा  प्रमिकूल असर पने गरी कुनै सजन्त्ध िा सम्िौिा गररने छैन ।
भाग–३२,२८०.,,रािपमिको  कायव गने सम्बन्त्धी विशेर् व्यिस्थाः यस संविधान बमोजजम रािपमि र  उपरािपमि  दुिैको पद ररक्त भएमा रािपमि िा उपरािपमिको  मनिावचन भई कायवभार  नसम्िालेसम्म यस संविधान बमोजजम रािपमिबाट  गररने कायव प्रमिमनमध सभाको सभामुखले  सम्पादन गनेछ ।
भाग–३२,२८१.,,विशेर् अमधकारको  समीक्षा िथा पुनरािलोकनः नेपाल सरकारले प्रत्येक दश िर्वमा िुने  राविय जनगणनासँगै मविला िथा दमलि समुदायको विशेर् अमधकारको  व्यिस्थाको   कायावन्त्ियन  र त्यसको प्रभाि सम्बन्त्धमा मानि विकास सूचकांकको आधारमा समीक्षा  िथा पुनरािलोकन गनेछ ।
भाग–३२,२८२.,,राजदूि र विशेर् प्रमिमनमधः
भाग–३२,२८२.,(१),रािपमिले समािेशी मसद्धान्त्िको  आधारमा नेपाली राजदूि  र कुनै खास प्रयोजनका  लामग विशेर् प्रमिमनमध मनयुजक्त गनव सक्नेछ ।
भाग–३२,२८२.,(२),रािपमिले विदेशी राजदूि िथा कूटनीमिक प्रमिमनमधबाट  ओिोदाको  प्रमाणपत्र  ग्रिण गनेछ ।
भाग–३२,२८३.,,समािेशी मसद्धान्त्ि बमोजजम मनयुजक्त गनुव पनेः संिैधामनक अंग र मनकायका पदमा मनयुजक्त  गदाव समािेशी मसद्धान्त्ि बमोजजम गररनेछ । www.lawcommission.gov.np   152
भाग–३२,२८४.,,संिैधामनक पररर्द सम्बन्त्धी व्यिस्थाः
भाग–३२,२८४.,(१),यस संविधान बमोजजम प्रधान न्त्यायाधीश  र  संिैधामनक मनकायका प्रमुख र पदामधकारीिरूको  मनयुजक्तको मसफाररस गनव देिाय  बमोजजमका  अध्यक्ष र सदस्य रिेको एक संिैधामनक पररर्द रिनेछः–  (क) प्रधानमन्त्त्री            –अध्यक्ष   (ख) प्रधान न्त्यायाधीश             –सदस्य   (ग) प्रमिमनमध सभाको सभामुख      –सदस्य   (घ) राविय सभाको अध्यक्ष        –सदस्य  (ङ) प्रमिमनमध सभाको विपक्षी दलको नेिा     –सदस्य  (च) प्रमिमनमध सभाको उपसभामुख       –सदस्य
भाग–३२,२८४.,(२),प्रधान न्त्यायाधीशको  पद ररक्त भएको अिस्थामा प्रधान न्त्यायाधीशको   मनयुजक्तको मसफाररस गदाव संिैधामनक पररर्दमा नेपाल सरकारको कानून िथा न्त्याय मन्त्त्री  सदस्यको रूपमा रिनेछ ।
भाग–३२,२८४.,(३),संिैधामनक पररर्दले प्रधान न्त्यायाधीश  िा संिैधामनक मनकायका कुनै प्रमुख  िा पदामधकारीको  पद ररक्त िुनुभन्त्दा एक मिीना अगािै यस संविधान बमोजजम  मनयुजक्तका लामग मसफाररस गनुव पनेछ ।  िर मृत्यु भई िा राजीनामा ददई त्यस्िो पद ररक्त भएको अिस्थामा ररक्त भएको  मममिले एक मिीनामभत्र  पदपूमिव िुने गरी मनयुजक्तका लामग मसफाररस गनव सक्नेछ ।
भाग–३२,२८४.,(४),"संिैधामनक पररर्दको अन्त्य काम, किवव्य र अमधकार िथा प्रधान न्त्यायाधीश   िा संिैधामनक मनकायका प्रमुख िा पदामधकारीको  मनयुजक्त सम्बन्त्धी कायवविमध संघीय  कानून बमोजजम िुनेछ ।"
भाग–३२,२८४.,(५),नेपाल सरकारको  मुख्य सजचिले संिैधामनक पररर्दको सजचि भई काम  गनेछ ।
भाग–३२,२८५.,,सरकारी सेिाको गठनः
भाग–३२,२८५.,(१),"नेपाल सरकारले देशको प्रशासन सिालन गनव संघीय  मनजामिी सेिा र आिश्यकिा  अनुसार अन्त्य संघीय सरकारी सेिािरूको गठन गनव  सक्नेछ । त्यस्िा सेिािरूको गठन, सिालन र सेिाका शिव संघीय ऐन बमोजजम    िुनेछ ।"
भाग–३२,२८५.,(२),संघीय मनजामिी सेिा लगायि सिै संघीय सरकारी सेिामा प्रमियोमगिात्मक   परीक्षाद्वारा  पदपूमिव गदाव संघीय कानून बमोजजम खुला र समानुपामिक समािेशी  मसद्धान्त्िका  आधारमा िुनेछ । www.lawcommission.gov.np   153
भाग–३२,२८५.,(३),"प्रदेश मजन्त्त्रपररर्द, गाउँ कायवपामलका  र नगर कायवपामलकाले आफ्नो प्रशासन  सिालन गनव आिश्यकिा  अनुसार कानून बमोजजम विमभन्न सरकारी सेिािरूको गठन र  सिालन गनव सक्नेछन् ।"
भाग–३२,२८६.,,मनिावचन क्षेत्र मनधावरण आयोगः
भाग–३२,२८६.,(१),यस संविधान बमोजजम संघीय संसदका सदस्य र  प्रदेश सभाका सदस्यको मनिावचन गने प्रयोजनका  लामग मनिावचन क्षेत्र मनधावरण गनव नेपाल  सरकारले देिायका अध्यक्ष र सदस्य रिेको एक मनिावचन क्षेत्र मनधावरण आयोगको गठन  गनव सक्नेछः–  (क) सिोच्च अदालिको  सेिामनिृत्त न्त्यायाधीश     –अध्यक्ष   (ख)  भूगोलविद एक जना        – सदस्य  (ग)  समाजशास्त्री  िा मानिशास्त्री  एक जना    – सदस्य  (घ)  प्रशासनविद  िा कानूनविद एक जना   – सदस्य  (ङ)  नेपाल सरकारको  विजशि श्रेणीको अमधकृि    –सदस्य सजचि
भाग–३२,२८६.,(२),मनिावचन क्षेत्र मनधावरण आयोगको कायाविमध त्यस्िो आयोग गठन गदावका  बखि िोके बमोजजम िुनेछ ।
भाग–३२,२८६.,(३),"देिायको योग्यिा भएको व्यजक्त मनिावचन क्षेत्र मनधावरण आयोगको अध्यक्ष िा  सदस्यको पदमा मनयुक्त िुन योग्य िुनेछः–  (क) मान्त्यिाप्राप्त  विश्वविद्यालयबाट  सम्बजन्त्धि विर्यमा कम्िीमा स्नािक  उपामध प्राप्त गरेको,  (ख)  पैंिामलस िर्व उमेर पूरा भएको, र  (ग)  उच्च नैमिक चररत्र भएको ।"
भाग–३२,२८६.,(४),"देिायको कुनै अिस्थामा मनिावचन क्षेत्र मनधावरण आयोगका अध्यक्ष िा  सदस्यको पद ररक्त िुनेछः–  (क)  मनजले मलजखि राजीनामा ददएमा,   (ख)  मनजलाई नेपाल सरकार , मजन्त्त्रपररर्दले िटाएमा ,   (ग) मनजको मृत्यु भएमा ।  (५) मनिावचन क्षेत्र मनधावरण आयोगले यस धारा बमोजजम मनिावचन क्षेत्र मनधावरण  गदाव जनसंख्या र भूगोललाई प्रमिमनमधत्िको  आधार मानी देिाय बमोजजम गनेछः–                                                        पविलो संशोधनद्वारा  संशोमधि ।  www.lawcommission.gov.np   154   (क) मुख्य रुपमा जनसंख्यालाई आधार मानी जनसंख्या र सदस्य  संख्याको अनुपाि यथासम्भि  सम्मान िुने गरी,  (ख) खण्ड (क) बमोजजम मनिावचन क्षेत्र मनधावरण गदाव यो संविधान प्रारम्भ  िुँदाका बखि कायम रिेका जजल्लामा कम्िीमा एक मनिावचन क्षेत्र  रिने गरी ।"
भाग–३२,२८६.,(६),उपधारा
भाग–३२,२८६.,(५),"बमोजजम मनिावचन क्षेत्र मनधावरण गदाव जनसंख्या र भौगोमलक  अनुकुलिा, सो क्षेत्रको जनसंख्याको घनत्ि, भौगोमलक विजशििा , प्रशासमनक  एिं  यािायािको  सुगमिा, सामुदावयक िथा सांस्कृमिक पक्षलाई समेि ध्यान ददनु पनेछ ।"
भाग–३२,२८६.,(७),मनिावचन क्षेत्र मनधावरण आयोगद्वारा  मनिावचन क्षेत्र मनधावरण गररएको र  पुनरािलोकन गररएको विर्यमा कुनै अदालिमा  प्रश्न उठाउन पाइने छैन ।
भाग–३२,२८६.,(८),मनिावचन क्षेत्र मनधावरण आयोगले आफूले सम्पादन गरेको कामको प्रमििेदन  नेपाल सरकार समक्ष पेश गनेछ ।
भाग–३२,२८६.,(९),"नेपाल सरकार , मजन्त्त्रपररर्दले उपधारा"
भाग–३२,२८६.,(८),बमोजजमको  प्रमििेदन संघीय  संसद समक्ष पेश गनुवको अमिररक्त कायावन्त्ियनका  लामग मनिावचन आयोगमा पठाउनेछ ।
भाग–३२,२८६.,(१०),मनिावचन क्षेत्र मनधावरण आयोगले आफ्नो कायवविमध आफ ैं मनधावरण गनेछ ।
भाग–३२,२८६.,(११),मनिावचन क्षेत्र मनधावरण आयोगका अध्यक्ष र सदस्यको पाररश्रममक  िथा  सुविधा क्रमशः मनिावचन आयोगका प्रमुख मनिावचन आयुक्त र मनिावचन आयुक्त सरि   िुनेछ ।
भाग–३२,२८६.,(१२),उपधारा
भाग–३२,२८६.,(५),बमोजजम मनधावरण भएको मनिावचन क्षेत्रको प्रत्येक बीस  िर्वमा पुनरािलोकन गनुव पनेछ ।
भाग–३२,२८६.,(१३),मनिावचन क्षेत्र मनधावरण आयोगलाई  आिश्यक पने कमवचारी नेपाल  सरकारले उपलब्ध गराउनेछ ।
भाग–३२,२८७.,,भार्ा आयोगः
भाग–३२,२८७.,(१),यो संविधान प्रारम्भ भएको मममिले एक िर्वमभत्र नेपाल सरकारले  प्रदेशिरूको प्रमिमनमधत्ि  िुने गरी एक भार्ा आयोगको गठन गनेछ ।
भाग–३२,२८७.,(२),भार्ा आयोगमा अध्यक्षका अमिररक्त आिश्यक संख्यामा सदस्यिरू    रिनेछन् ।
भाग–३२,२८७.,(३),भार्ा आयोगका अध्यक्ष र सदस्यको पदािमध मनयुजक्तको मममिले छ िर्वको  िुनेछ । मनजिरुको  पुनः मनयुजक्त िुन सक्ने छैन ।                                                       पविलो संशोधनद्वारा  थप । www.lawcommission.gov.np   155
भाग–३२,२८७.,(४),"देिायको योग्यिा भएको व्यजक्त भार्ा आयोगको अध्यक्ष िा सदस्यको पदमा  मनयुक्त िुन योग्य िुनेछः–  (क) मान्त्यिाप्राप्त  विश्वविद्यालयबाट  सम्बजन्त्धि विर्यमा स्नािकोत्तर  उपामध  प्राप्त गरेको,   (ख)  नेपालका विमभन्न भार्ािरूको  सम्बन्त्धमा अध्ययन , अध्यापन ,  अनुसन्त्धान र अन्त्िेर्णको क्षेत्रमा कम्िीमा बीस िर्वको कायव अनुभि  भएको,   (ग) पैंिामलस िर्व उमेर पूरा भएको, र   (घ)  उच्च नैमिक चररत्र भएको ।"
भाग–३२,२८७.,(५),"देिायको कुनै अिस्थामा भार्ा आयोगका अध्यक्ष िा सदस्यको पद ररक्त  िुनेछः–  (क)  मनजले मलजखि राजीनामा ददएमा,   (ख)  मनजलाई नेपाल सरकार , मजन्त्त्रपररर्दले िटाएमा ,  (ग)  मनजको उमेर पैंसठ्ठी िर्व पूरा भएमा,   (घ) मनजको मृत्यु भएमा ।"
भाग–३२,२८७.,(६),"भार्ा आयोगको काम, किवव्य र अमधकार देिाय बमोजजम िुनेछः–  (क) सरकारी कामकाजको  भार्ाका रूपमा मान्त्यिा पाउन पूरा गनुवपने  आधारिरूको  मनधावरण गरी नेपाल सरकार समक्ष भार्ाको मसफाररस  गने,   (ख) भार्ािरूको  संरक्षण, संिधवन र विकासका लामग अिलम्बन  गनुवपने  उपायिरूको  नेपाल सरकार समक्ष मसफाररस गने,  (ग)  मािृभार्ािरूको विकासको स्िर मापन गरी जशक्षामा प्रयोगको  सम्भाव्यिाका  बारेमा नेपाल सरकार समक्ष सुिाि पेश गने,  (घ)  भार्ािरूको  अध्ययन , अनुसन्त्धान र अनुगमन गने ।"
भाग–३२,२८७.,(७),भार्ा आयोगले उपधारा
भाग–३२,२८७.,(६),को खण्ड (क) बमोजजमको  कायव आयोग गठन  भएको मममिले पाँच िर्व मभत्र सम्पन्न गनेछ ।
भाग–३२,२८७.,(८),नेपाल सरकारले प्रदेश सरकारसँग समन्त्िय गरी प्रदेशमा भार्ा आयोगको  शाखा स्थापना गनव सक्नेछ ।
भाग–३२,२८७.,(९),"भार्ा आयोगको अन्त्य काम, किवव्य र अमधकार िथा कायवविमध संघीय कानून  बमोजजम िुनेछ । www.lawcommission.gov.np   156"
भाग–३२,२८८.,,राजधानीः
भाग–३२,२८८.,(१),नेपालको राजधानी काठमाडौंमा  रिनेछ ।
भाग–३२,२८८.,(२),यस संविधान बमोजजमका  प्रदेशको राजधानी सम्बजन्त्धि प्रदेश सभामा  ित्काल कायम रिेका सदस्य संख्याको दुई मििाइ बिुमिबाट मनणवय भए बमोजजम   िुनेछ ।
भाग–३२,२८८.,(३),उपधारा
भाग–३२,२८८.,(२),बमोजजम मनणवय नभएसम्म नेपाल सरकारले िोके बमोजजमको   स्थानबाट प्रदेशको कायव सिालन िुनेछ ।
भाग–३२,२८९.,,पदामधकारीको  नागररकिा  सम्बन्त्धी विशेर् व्यिस्थाः
भाग–३२,२८९.,(१),"रािपमि , उपरािपमि , प्रधानमन्त्त्री ,  प्रधान न्त्यायाधीश , प्रमिमनमध सभाका सभामुख, राविय सभाका अध्यक्ष , प्रदेश प्रमुख,  मुख्यमन्त्त्री, प्रदेश सभाको सभामुख र सुरक्षा मनकायका प्रमुखको पदमा मनिावजचि , मनोनीि  िा मनयुजक्त िुन िंशजको आधारमा नेपालको नागररकिा  प्राप्त गरेको िुनु पनेछ ।"
भाग–३२,२८९.,(२),उपधारा
भाग–३२,२८९.,(१),"मा उजल्लजखि  पद बािेक अन्त्य संिैधामनक मनकायको पदमा  यस संविधान बमोजजम मनयुजक्तको लामग िंशजको आधारमा नेपालको नागररकिा  प्राप्त  गरेको व्यजक्त, नेपालको अंगीकृि नागररकिा  प्राप्त गरेको व्यजक्त िा जन्त्मको आधारमा  नेपालको नागररकिा  प्राप्त गरेको व्यजक्त समेि योग्य िुनेछ ।  िर नेपालको अंगीकृि नागररकिा  प्राप्त गरेको व्यजक्तको िकमा कम्िीमा दश िर्व,  जन्त्मको आधारमा नेपालको नागररकिा  प्राप्त गरेको व्यजक्त र धारा ११ को उपधारा"
भाग–३२,२८९.,(६),बमोजजम नेपालको अंगीकृि नागररकिा  प्राप्त गरेको व्यजक्तको िकमा कम्िीमा पाँच िर्व  नेपालमा बसोबास गरेको िुनु पनेछ ।
भाग–३२,२९०.,,गुठी सम्बन्त्धी व्यिस्थाः
भाग–३२,२९०.,(१),गुठीको मूलभूि मान्त्यिामा प्रमिकूल असर नपने गरी गुठी  जग्गामा भोगामधकार  भैरिेका वकसान एिं गुठीको अमधकारका  सम्बन्त्धमा संघीय संसदले  आिश्यक कानून बनाउनेछ ।
भाग–३२,२९०.,(२),गुठी सम्बन्त्धी अन्त्य व्यिस्था संघीय कानून बमोजजम िुनेछ ।
भाग–३२,२९१.,,मनयुजक्तका लामग योग्य निुनेः
भाग–३२,२९१.,(१),"यस संविधानमा अन्त्यत्र जुनसुकै कुरा लेजखएको भए  िापमन विदेशको स्थायी आिासीय अनुममिपत्र मलएको नेपालको नागररक यस संविधान  बमोजजम मनिावचन , मनोनयन िा मनयुजक्त िुने पदमा मनिावजचि , मनोनीि िा मनयुजक्तको लामग  योग्य िुने छैन । www.lawcommission.gov.np   157   िर त्यस्िो विदेशको स्थायी आिासीय अनुममिपत्र त्यागेको व्यजक्तलाई  कम्िीमा  िीन मिीनाको अिमध व्यमिि भए पमछ त्यस्िो पदमा मनिावजचि, मनोनीि िा मनयुक्त गनव  बाधा पने छैन ।"
भाग–३२,२९१.,(२),उपधारा
भाग–३२,२९१.,(१),बमोजजमको  विदेशको स्थायी आिासीय अनुममिपत्र मलएको  नेपालको नागररक सम्बन्त्धी अन्त्य व्यिस्था संघीय कानून बमोजजम िुनेछ ।
भाग–३२,२९२.,,संसदीय सुनुिाई सम्बन्त्धी व्यिस्थाः
भाग–३२,२९२.,(१),"यस संविधान बमोजजम संिैधामनक पररर्दको  मसफाररसमा मनयुक्त िुने प्रधान न्त्यायाधीश , सिावेेच्च अदालिका  न्त्यायाधीश , न्त्याय  पररर्दका सदस्य, संिैधामनक मनकायको प्रमुख िा पदामधकारी  र राजदूिको पदमा मनयुजक्त  िुनु अजघ संघीय कानून बमोजजम संसदीय सुनुिाई िुनेछ ।"
भाग–३२,२९२.,(२),उपधारा
भाग–३२,२९२.,(१),को प्रयोजनका  लामग संघीय संसदका दुिै सदनका सदस्यिरू  रिने गरी  संघीय कानून बमोजजम पन्त्र सदस्यीय एक संयुक्त समममि गठन   गररनेछ ।
भाग–३२,२९२.,(३),उपधारा
भाग–३२,२९२.,(२),बमोजजमको  संयुक्त समममिमा रिने सदस्यले संघीय संसदको  उक्त कायवकालभर  सिोच्च अदालिमा  उपजस्थि भई बिस पैरबी गनव पाउने छैन ।
भाग–३२,२९३.,,संिैधामनक मनकायको काम कारबािीको  अनुगमनः संिैधामनक मनकायका प्रमुख र  पदामधकारी  संघीय संसदप्रमि उत्तरदायी र जिाफदेिी रिनु पनेछ । प्रमिमनमध सभाका  समममिले राविय मानि अमधकार आयोग बािेकका अन्त्य संिैधामनक मनकायको प्रमििेदन  लगायिका  काम कारबािीको  अनुगमन र मूल्यांकन गरी आिश्यक मनदेशन िा राय  सल्लाि ददन सक्नेछ ।
भाग–३२,२९४.,,संिैधामनक मनकायको िावर्वक प्रमििेदनः
भाग–३२,२९४.,(१),यस संविधान बमोजजमका  संिैधामनक  मनकायले आपूmले गरेको काम कारबािीको  िावर्वक प्रमििेदन रािपमि समक्ष पेश गनेछ र  रािपमिले प्रधानमन्त्त्री  माफ व ि त्यस्िो प्रमििेदन संघीय संसद समक्ष पेश गनव लगाउनेछ ।
भाग–३२,२९४.,(२),उपधारा
भाग–३२,२९४.,(१),बमोजजमको  िावर्वक प्रमििेदनमा खुलाउनु पने कुरािरू संघीय  कानून बमोजजम िुनेछ ।
भाग–३२,२९४.,(३),उपधारा
भाग–३२,२९४.,(१),मा जुनसुकै कुरा लेजखएको भए िापमन संिैधामनक मनकायले  प्रत्येक प्रदेशको काम कारबािीको  सम्बन्त्धमा  अलग अलग प्रमििेदन ियार गरी प्रदेश  प्रमुख समक्ष पेश गनव सक्नेछ ।    www.lawcommission.gov.np   158
भाग–३३,,,संक्रमणकालीन व्यिस्था
भाग–३३,२९५.,,संघीय आयोगको गठनः
भाग–३३,२९५.,(१),प्रदेशको सीमांकन सम्बन्त्धी विर्यमा सुिाि ददन नेपाल  सरकारले एक संघीय आयोग गठन गनव सक्नेछ ।
